ID,Latitude,Longitude,Altitude
59071,"-29,6457492000","-50,5513652000","45,832"
59072,"-29,6414467000","-50,5763002000","45,832"
59073,"-29,6414467000","-50,5762024000","45,832"
59074,"-29,6468248000","-50,5453025000","45,832"
59075,"-29,6355797000","-50,5705309000","45,833"
59076,"-29,6482916000","-50,5447158000","45,833"
59077,"-29,6440869000","-50,5504851000","45,833"
59078,"-29,6425223000","-50,5519519000","45,833"
59079,"-29,6377309000","-50,5700420000","45,835"
59080,"-29,6438913000","-50,5488228000","45,835"
59081,"-29,6445758000","-50,5689663000","45,835"
59082,"-29,6459448000","-50,5512674000","45,836"
59083,"-29,6436957000","-50,5493117000","45,836"
59084,"-29,6468248000","-50,5552765000","45,836"
59085,"-29,6377309000","-50,5726821000","45,836"
59086,"-29,6431090000","-50,5772780000","45,837"
59087,"-29,6441847000","-50,5593835000","45,837"
59088,"-29,6458470000","-50,5507785000","45,838"
59089,"-29,6454559000","-50,5496051000","45,838"
59090,"-29,6455536000","-50,5511696000","45,838"
59091,"-29,6379265000","-50,5684774000","45,838"
59092,"-29,6461404000","-50,5442269000","45,839"
59093,"-29,6356774000","-50,5700420000","45,839"
59094,"-29,6367531000","-50,5669129000","45,839"
59095,"-29,6374376000","-50,5727799000","45,839"
59096,"-29,6368508000","-50,5722910000","45,839"
59097,"-29,6368508000","-50,5721932000","45,839"
59098,"-29,6430113000","-50,5507785000","45,839"
59099,"-29,6430113000","-50,5506807000","45,839"
59100,"-29,6433046000","-50,5772780000","45,839"
59101,"-29,6435002000","-50,5457915000","45,840"
59102,"-29,6373398000","-50,5673040000","45,840"
59103,"-29,6472160000","-50,5553743000","45,840"
59104,"-29,6427179000","-50,5531253000","45,840"
59105,"-29,6429135000","-50,5495073000","45,840"
59106,"-29,6470204000","-50,5427602000","45,840"
59107,"-29,6345040000","-50,5674018000","45,840"
59108,"-29,6483894000","-50,5491161000","45,841"
59109,"-29,6358730000","-50,5694553000","45,841"
59110,"-29,6425223000","-50,5518541000","45,841"
59111,"-29,6447714000","-50,5467693000","45,841"
59112,"-29,6386110000","-50,5728777000","45,841"
59113,"-29,6360686000","-50,5667173000","45,841"
59114,"-29,6360686000","-50,5666195000","45,841"
59115,"-29,6398822000","-50,5732689000","45,841"
59116,"-29,6425223000","-50,5524408000","45,842"
59117,"-29,6474116000","-50,5421735000","45,842"
59118,"-29,6404689000","-50,5684774000","45,842"
59119,"-29,6446736000","-50,5467693000","45,842"
59120,"-29,6481938000","-50,5681841000","45,842"
59121,"-29,6421312000","-50,5530275000","45,843"
59122,"-29,6483894000","-50,5448136000","45,843"
59123,"-29,6436957000","-50,5569389000","45,843"
59124,"-29,6604169000","-50,5901855000","45,843"
59125,"-29,6421312000","-50,5684774000","45,843"
59126,"-29,6458470000","-50,5510718000","45,844"
59127,"-29,6458470000","-50,5509740000","45,844"
59128,"-29,6435002000","-50,5458893000","45,844"
59129,"-29,6469226000","-50,5430535000","45,844"
59130,"-29,6465315000","-50,5461826000","45,844"
59131,"-29,6428157000","-50,5499962000","45,844"
59132,"-29,6464337000","-50,5444225000","45,845"
59133,"-29,6430113000","-50,5532231000","45,845"
59134,"-29,6371442000","-50,5725844000","45,845"
59135,"-29,6469226000","-50,5451070000","45,846"
59136,"-29,6455536000","-50,5510718000","45,846"
59137,"-29,6432068000","-50,5499962000","45,846"
59138,"-29,6358730000","-50,5706287000","45,846"
59139,"-29,6449669000","-50,5500940000","45,847"
59140,"-29,6341129000","-50,5681841000","45,847"
59141,"-29,6418378000","-50,5529297000","45,847"
59142,"-29,6453581000","-50,5496051000","45,847"
59143,"-29,6378287000","-50,5698464000","45,847"
59144,"-29,6467271000","-50,5548854000","45,848"
59145,"-29,6566033000","-50,5832429000","45,848"
59146,"-29,6504429000","-50,5501918000","45,848"
59147,"-29,6370464000","-50,5673040000","45,849"
59148,"-29,6394910000","-50,5732689000","45,850"
59149,"-29,6391977000","-50,5729755000","45,850"
59150,"-29,6395888000","-50,5680863000","45,850"
59151,"-29,6430113000","-50,5466715000","45,850"
59152,"-29,6601235000","-50,5933146000","45,850"
59153,"-29,6453581000","-50,5506807000","45,851"
59154,"-29,6384154000","-50,5708242000","45,851"
59155,"-29,6429135000","-50,5768869000","45,851"
59156,"-29,6437935000","-50,5546898000","45,852"
59157,"-29,6451625000","-50,5697486000","45,852"
59158,"-29,6475093000","-50,5550810000","45,852"
59159,"-29,6490739000","-50,5482361000","45,852"
59160,"-29,6443802000","-50,5776691000","45,853"
59161,"-29,6390021000","-50,5685752000","45,853"
59162,"-29,6435980000","-50,5571344000","45,853"
59163,"-29,6456514000","-50,5512674000","45,853"
59164,"-29,6472160000","-50,5697486000","45,853"
59165,"-29,6469226000","-50,5552765000","45,853"
59166,"-29,6605146000","-50,5918479000","45,853"
59167,"-29,6374376000","-50,5691619000","45,854"
59168,"-29,6392955000","-50,5679885000","45,854"
59169,"-29,6428157000","-50,5513652000","45,855"
59170,"-29,6476071000","-50,5554721000","45,855"
59171,"-29,6443802000","-50,5432491000","45,855"
59172,"-29,6445758000","-50,5606547000","45,856"
59173,"-29,6429135000","-50,5511696000","45,856"
59174,"-29,6482916000","-50,5442269000","45,856"
59175,"-29,6355797000","-50,5704331000","45,856"
59176,"-29,6400777000","-50,5733666000","45,857"
59177,"-29,6430113000","-50,5769847000","45,857"
59178,"-29,6457492000","-50,5509740000","45,857"
59179,"-29,6457492000","-50,5508763000","45,857"
59180,"-29,6467271000","-50,5455959000","45,857"
59181,"-29,6467271000","-50,5454981000","45,857"
59182,"-29,6464337000","-50,5630015000","45,858"
59183,"-29,6499539000","-50,5480405000","45,858"
59184,"-29,6445758000","-50,5477472000","45,858"
59185,"-29,6434024000","-50,5479427000","45,858"
59186,"-29,6430113000","-50,5502895000","45,859"
59187,"-29,6449669000","-50,5526364000","45,859"
59188,"-29,6454559000","-50,5497028000","45,860"
59189,"-29,6456514000","-50,5509740000","45,860"
59190,"-29,6456514000","-50,5508763000","45,860"
59191,"-29,6389043000","-50,5684774000","45,860"
59192,"-29,6469226000","-50,5449114000","45,860"
59193,"-29,6481938000","-50,5439336000","45,861"
59194,"-29,6481938000","-50,5438358000","45,861"
59195,"-29,6441847000","-50,5771802000","45,861"
59196,"-29,6376331000","-50,5699442000","45,861"
59197,"-29,6452603000","-50,5497028000","45,861"
59198,"-29,6439891000","-50,5490184000","45,861"
59199,"-29,6439891000","-50,5489206000","45,861"
59200,"-29,6453581000","-50,5497028000","45,861"
59201,"-29,6375353000","-50,5689663000","45,862"
59202,"-29,6500517000","-50,5509740000","45,862"
59203,"-29,6597324000","-50,5916523000","45,863"
59204,"-29,6458470000","-50,5513652000","45,863"
59205,"-29,6412511000","-50,5681841000","45,863"
59206,"-29,6467271000","-50,5551788000","45,863"
59207,"-29,6487805000","-50,5446181000","45,864"
59208,"-29,6425223000","-50,5520497000","45,864"
59209,"-29,6369486000","-50,5713132000","45,865"
59210,"-29,6375353000","-50,5697486000","45,865"
59211,"-29,6459448000","-50,5468671000","45,866"
59212,"-29,6435980000","-50,5493117000","45,866"
59213,"-29,6483894000","-50,5489206000","45,866"
59214,"-29,6441847000","-50,5580145000","45,868"
59215,"-29,6452603000","-50,5496051000","45,868"
59216,"-29,6374376000","-50,5695531000","45,869"
59217,"-29,6549409000","-50,5827539000","45,869"
59218,"-29,6549409000","-50,5826561000","45,869"
59219,"-29,6438913000","-50,5687708000","45,869"
59220,"-29,6468248000","-50,5537120000","45,869"
59221,"-29,6371442000","-50,5673040000","45,869"
59222,"-29,6375353000","-50,5728777000","45,869"
59223,"-29,6419356000","-50,5766913000","45,870"
59224,"-29,6467271000","-50,5549832000","45,870"
59225,"-29,6374376000","-50,5728777000","45,870"
59226,"-29,6442825000","-50,5773758000","45,870"
59227,"-29,6464337000","-50,5425646000","45,871"
59228,"-29,6433046000","-50,5502895000","45,871"
59229,"-29,6435002000","-50,5479427000","45,871"
59230,"-29,6339173000","-50,5698464000","45,871"
59231,"-29,6507362000","-50,5721932000","45,871"
59232,"-29,6510296000","-50,5720954000","45,872"
59233,"-29,6431090000","-50,5502895000","45,872"
59234,"-29,6430113000","-50,5770824000","45,872"
59235,"-29,6373398000","-50,5726821000","45,872"
59236,"-29,6389043000","-50,5678907000","45,873"
59237,"-29,6370464000","-50,5708242000","45,874"
59238,"-29,6416423000","-50,5760068000","45,874"
59239,"-29,6470204000","-50,5552765000","45,874"
59240,"-29,6471182000","-50,5428579000","45,874"
59241,"-29,6480960000","-50,5433469000","45,874"
59242,"-29,6477049000","-50,5551788000","45,874"
59243,"-29,6474116000","-50,5558633000","45,874"
59244,"-29,6424246000","-50,5467693000","45,875"
59245,"-29,6467271000","-50,5550810000","45,875"
59246,"-29,6458470000","-50,5626104000","45,875"
59247,"-29,6479005000","-50,5421735000","45,875"
59248,"-29,6474116000","-50,5550810000","45,875"
59249,"-29,6603191000","-50,5905767000","45,875"
59250,"-29,6489761000","-50,5502895000","45,876"
59251,"-29,6501495000","-50,5812872000","45,876"
59252,"-29,6434024000","-50,5555699000","45,876"
59253,"-29,6463359000","-50,5444225000","45,876"
59254,"-29,6567988000","-50,5831451000","45,877"
59255,"-29,6377309000","-50,5699442000","45,877"
59256,"-29,6471182000","-50,5430535000","45,877"
59257,"-29,6438913000","-50,5566455000","45,877"
59258,"-29,6434024000","-50,5499962000","45,878"
59259,"-29,6378287000","-50,5697486000","45,878"
59260,"-29,6439891000","-50,5491161000","45,879"
59261,"-29,6457492000","-50,5510718000","45,879"
59262,"-29,6494650000","-50,5503873000","45,879"
59263,"-29,6370464000","-50,5711176000","45,879"
59264,"-29,6439891000","-50,5586012000","45,879"
59265,"-29,6474116000","-50,5553743000","45,879"
59266,"-29,6645238000","-50,5727799000","45,880"
59267,"-29,6435002000","-50,5483339000","45,880"
59268,"-29,6435980000","-50,5552765000","45,880"
59269,"-29,6473138000","-50,5549832000","45,880"
59270,"-29,6401755000","-50,5679885000","45,881"
59271,"-29,6435980000","-50,5570367000","45,881"
59272,"-29,6657950000","-50,5742467000","45,881"
59273,"-29,6456514000","-50,5510718000","45,881"
59274,"-29,6434024000","-50,5483339000","45,881"
59275,"-29,6665773000","-50,5772780000","45,882"
59276,"-29,6442825000","-50,5595791000","45,882"
59277,"-29,6367531000","-50,5716065000","45,882"
59278,"-29,6428157000","-50,5767891000","45,882"
59279,"-29,6445758000","-50,5433469000","45,882"
59280,"-29,6432068000","-50,5503873000","45,882"
59281,"-29,6477049000","-50,5423690000","45,882"
59282,"-29,6445758000","-50,5497028000","45,883"
59283,"-29,6456514000","-50,5511696000","45,883"
59284,"-29,6443802000","-50,5491161000","45,884"
59285,"-29,6443802000","-50,5490184000","45,884"
59286,"-29,6455536000","-50,5507785000","45,884"
59287,"-29,6426201000","-50,5531253000","45,885"
59288,"-29,6483894000","-50,5490184000","45,885"
59289,"-29,6473138000","-50,5558633000","45,885"
59290,"-29,6473138000","-50,5553743000","45,885"
59291,"-29,6478027000","-50,5649572000","45,885"
59292,"-29,6488783000","-50,5681841000","45,885"
59293,"-29,6508340000","-50,5684774000","45,885"
59294,"-29,6475093000","-50,5553743000","45,886"
59295,"-29,6458470000","-50,5511696000","45,886"
59296,"-29,6346996000","-50,5674996000","45,886"
59297,"-29,6456514000","-50,5474538000","45,887"
59298,"-29,6469226000","-50,5547876000","45,888"
59299,"-29,6469226000","-50,5546898000","45,888"
59300,"-29,6435980000","-50,5483339000","45,888"
59301,"-29,6438913000","-50,5490184000","45,889"
59302,"-29,6438913000","-50,5489206000","45,889"
59303,"-29,6384154000","-50,5711176000","45,889"
59304,"-29,6385132000","-50,5709220000","45,889"
59305,"-29,6367531000","-50,5717043000","45,889"
59306,"-29,6374376000","-50,5692597000","45,889"
59307,"-29,6604169000","-50,5917501000","45,890"
59308,"-29,6468248000","-50,5446181000","45,890"
59309,"-29,6488783000","-50,5462804000","45,890"
59310,"-29,6367531000","-50,5668151000","45,891"
59311,"-29,6367531000","-50,5667173000","45,891"
59312,"-29,6405667000","-50,5740511000","45,891"
59313,"-29,6479005000","-50,5439336000","45,891"
59314,"-29,6479005000","-50,5438358000","45,891"
59315,"-29,6466293000","-50,5457915000","45,891"
59316,"-29,6380243000","-50,5728777000","45,892"
59317,"-29,6434024000","-50,5501918000","45,893"
59318,"-29,6485850000","-50,5496051000","45,893"
59319,"-29,6467271000","-50,5533209000","45,893"
59320,"-29,6419356000","-50,5770824000","45,893"
59321,"-29,6551365000","-50,5829495000","45,893"
59322,"-29,6658928000","-50,5742467000","45,893"
59323,"-29,6499539000","-50,5721932000","45,894"
59324,"-29,6428157000","-50,5500940000","45,894"
59325,"-29,6435002000","-50,5493117000","45,895"
59326,"-29,6436957000","-50,5537120000","45,895"
59327,"-29,6468248000","-50,5427602000","45,895"
59328,"-29,6352863000","-50,5660328000","45,895"
59329,"-29,6431090000","-50,5504851000","45,896"
59330,"-29,6367531000","-50,5718999000","45,897"
59331,"-29,6435002000","-50,5467693000","45,897"
59332,"-29,6486827000","-50,5498006000","45,897"
59333,"-29,6376331000","-50,5698464000","45,897"
59334,"-29,6439891000","-50,5492139000","45,897"
59335,"-29,6446736000","-50,5689663000","45,898"
59336,"-29,6481938000","-50,5702375000","45,898"
59337,"-29,6468248000","-50,5548854000","45,898"
59338,"-29,6600257000","-50,5926301000","45,898"
59339,"-29,6418378000","-50,5772780000","45,898"
59340,"-29,6432068000","-50,5493117000","45,898"
59341,"-29,6471182000","-50,5552765000","45,898"
59342,"-29,6415445000","-50,5683796000","45,899"
59343,"-29,6417401000","-50,5529297000","45,899"
59344,"-29,6457492000","-50,5512674000","45,900"
59345,"-29,6466293000","-50,5534186000","45,900"
59346,"-29,6468248000","-50,5551788000","45,900"
59347,"-29,6435002000","-50,5554721000","45,900"
59348,"-29,6605146000","-50,5920434000","45,900"
59349,"-29,6436957000","-50,5483339000","45,901"
59350,"-29,6497584000","-50,5481383000","45,901"
59351,"-29,6554299000","-50,5831451000","45,901"
59352,"-29,6423268000","-50,5528319000","45,902"
59353,"-29,6593412000","-50,5831451000","45,903"
59354,"-29,6459448000","-50,5504851000","45,903"
59355,"-29,6415445000","-50,5756157000","45,903"
59356,"-29,6451625000","-50,5501918000","45,903"
59357,"-29,6377309000","-50,5698464000","45,903"
59358,"-29,6447714000","-50,5422712000","45,903"
59359,"-29,6374376000","-50,5694553000","45,904"
59360,"-29,6424246000","-50,5526364000","45,904"
59361,"-29,6433046000","-50,5499962000","45,904"
59362,"-29,6367531000","-50,5718021000","45,904"
59363,"-29,6656972000","-50,5742467000","45,904"
59364,"-29,6435002000","-50,5686730000","45,904"
59365,"-29,6456514000","-50,5498006000","45,904"
59366,"-29,6457492000","-50,5511696000","45,904"
59367,"-29,6425223000","-50,5521474000","45,904"
59368,"-29,6432068000","-50,5501918000","45,904"
59369,"-29,6490739000","-50,5718021000","45,904"
59370,"-29,6379265000","-50,5693575000","45,905"
59371,"-29,6394910000","-50,5691619000","45,905"
59372,"-29,6367531000","-50,5719977000","45,905"
59373,"-29,6374376000","-50,5693575000","45,906"
59374,"-29,6433046000","-50,5493117000","45,906"
59375,"-29,6440869000","-50,5592857000","45,906"
59376,"-29,6425223000","-50,5523430000","45,906"
59377,"-29,6427179000","-50,5466715000","45,906"
59378,"-29,6450647000","-50,5500940000","45,906"
59379,"-29,6480960000","-50,5434446000","45,907"
59380,"-29,6378287000","-50,5726821000","45,907"
59381,"-29,6355797000","-50,5703353000","45,907"
59382,"-29,6355797000","-50,5702375000","45,907"
59383,"-29,6595368000","-50,5917501000","45,907"
59384,"-29,6437935000","-50,5540054000","45,907"
59385,"-29,6458470000","-50,5512674000","45,907"
59386,"-29,6406644000","-50,5741489000","45,908"
59387,"-29,6465315000","-50,5460848000","45,908"
59388,"-29,6479005000","-50,5428579000","45,908"
59389,"-29,6478027000","-50,5431513000","45,909"
59390,"-29,6448692000","-50,5467693000","45,910"
59391,"-29,6434024000","-50,5493117000","45,911"
59392,"-29,6477049000","-50,5554721000","45,911"
59393,"-29,6431090000","-50,5533209000","45,911"
59394,"-29,6446736000","-50,5498984000","45,912"
59395,"-29,6432068000","-50,5502895000","45,912"
59396,"-29,6375353000","-50,5696508000","45,912"
59397,"-29,6412511000","-50,5746378000","45,912"
59398,"-29,6434024000","-50,5467693000","45,912"
59399,"-29,6343085000","-50,5673040000","45,913"
59400,"-29,6431090000","-50,5478449000","45,914"
59401,"-29,6484872000","-50,5665217000","45,914"
59402,"-29,6472160000","-50,5548854000","45,914"
59403,"-29,6383176000","-50,5709220000","45,915"
59404,"-29,6478027000","-50,5808960000","45,915"
59405,"-29,6460426000","-50,5441291000","45,915"
59406,"-29,6437935000","-50,5488228000","45,915"
59407,"-29,6365575000","-50,5664240000","45,916"
59408,"-29,6444780000","-50,5492139000","45,916"
59409,"-29,6362641000","-50,5700420000","45,916"
59410,"-29,6438913000","-50,5482361000","45,916"
59411,"-29,6437935000","-50,5771802000","45,916"
59412,"-29,6397844000","-50,5732689000","45,917"
59413,"-29,6434024000","-50,5772780000","45,917"
59414,"-29,6437935000","-50,5483339000","45,917"
59415,"-29,6355797000","-50,5677929000","45,917"
59416,"-29,6357752000","-50,5679885000","45,917"
59417,"-29,6471182000","-50,5547876000","45,917"
59418,"-29,6471182000","-50,5546898000","45,917"
59419,"-29,6435980000","-50,5551788000","45,917"
59420,"-29,6459448000","-50,5698464000","45,917"
59421,"-29,6599279000","-50,5914567000","45,917"
59422,"-29,6442825000","-50,5774736000","45,918"
59423,"-29,6435002000","-50,5500940000","45,918"
59424,"-29,6468248000","-50,5550810000","45,919"
59425,"-29,6469226000","-50,5551788000","45,920"
59426,"-29,6476071000","-50,5423690000","45,920"
59427,"-29,6427179000","-50,5514630000","45,920"
59428,"-29,6456514000","-50,5507785000","45,921"
59429,"-29,6356774000","-50,5699442000","45,921"
59430,"-29,6376331000","-50,5727799000","45,921"
59431,"-29,6378287000","-50,5696508000","45,921"
59432,"-29,6357752000","-50,5696508000","45,921"
59433,"-29,6415445000","-50,5751268000","45,921"
59434,"-29,6418378000","-50,5769847000","45,921"
59435,"-29,6383176000","-50,5710198000","45,923"
59436,"-29,6422290000","-50,5516585000","45,923"
59437,"-29,6428157000","-50,5501918000","45,923"
59438,"-29,6469226000","-50,5450092000","45,923"
59439,"-29,6438913000","-50,5588946000","45,923"
59440,"-29,6445758000","-50,5495073000","45,923"
59441,"-29,6396866000","-50,5680863000","45,924"
59442,"-29,6480960000","-50,5811894000","45,924"
59443,"-29,6380243000","-50,5686730000","45,924"
59444,"-29,6380243000","-50,5685752000","45,924"
59445,"-29,6450647000","-50,5626104000","45,924"
59446,"-29,6476071000","-50,5551788000","45,924"
59447,"-29,6368508000","-50,5671084000","45,925"
59448,"-29,6433046000","-50,5479427000","45,925"
59449,"-29,6425223000","-50,5531253000","45,925"
59450,"-29,6465315000","-50,5444225000","45,925"
59451,"-29,6484872000","-50,5494095000","45,926"
59452,"-29,6484872000","-50,5493117000","45,926"
59453,"-29,6448692000","-50,5476494000","45,926"
59454,"-29,6424246000","-50,5517563000","45,926"
59455,"-29,6435980000","-50,5550810000","45,926"
59456,"-29,6431090000","-50,5466715000","45,927"
59457,"-29,6449669000","-50,5528319000","45,927"
59458,"-29,6449669000","-50,5527342000","45,927"
59459,"-29,6445758000","-50,5493117000","45,927"
59460,"-29,6428157000","-50,5477472000","45,927"
59461,"-29,6376331000","-50,5697486000","45,928"
59462,"-29,6383176000","-50,5726821000","45,928"
59463,"-29,6437935000","-50,5482361000","45,928"
59464,"-29,6472160000","-50,5552765000","45,928"
59465,"-29,6473138000","-50,5550810000","45,928"
59466,"-29,6438913000","-50,5491161000","45,929"
59467,"-29,6457492000","-50,5507785000","45,929"
59468,"-29,6459448000","-50,5501918000","45,929"
59469,"-29,6384154000","-50,5727799000","45,929"
59470,"-29,6465315000","-50,5700420000","45,929"
59471,"-29,6363619000","-50,5663262000","45,929"
59472,"-29,6445758000","-50,5467693000","45,929"
59473,"-29,6475093000","-50,5551788000","45,929"
59474,"-29,6501495000","-50,5517563000","45,930"
59475,"-29,6478027000","-50,5555699000","45,930"
59476,"-29,6478027000","-50,5436402000","45,931"
59477,"-29,6370464000","-50,5709220000","45,931"
59478,"-29,6370464000","-50,5710198000","45,931"
59479,"-29,6646216000","-50,5733666000","45,932"
59480,"-29,6425223000","-50,5522452000","45,932"
59481,"-29,6484872000","-50,5487250000","45,932"
59482,"-29,6377309000","-50,5697486000","45,933"
59483,"-29,6519096000","-50,5718021000","45,933"
59484,"-29,6358730000","-50,5681841000","45,933"
59485,"-29,6430113000","-50,5505829000","45,933"
59486,"-29,6467271000","-50,5444225000","45,933"
59487,"-29,6605146000","-50,5919457000","45,933"
59488,"-29,6358730000","-50,5686730000","45,933"
59489,"-29,6474116000","-50,5790381000","45,934"
59490,"-29,6431090000","-50,5503873000","45,934"
59491,"-29,6461404000","-50,5424668000","45,934"
59492,"-29,6480960000","-50,5421735000","45,934"
59493,"-29,6421312000","-50,5470627000","45,934"
59494,"-29,6421312000","-50,5469649000","45,934"
59495,"-29,6438913000","-50,5483339000","45,934"
59496,"-29,6438913000","-50,5564500000","45,935"
59497,"-29,6422290000","-50,5468671000","45,935"
59498,"-29,6474116000","-50,5551788000","45,936"
59499,"-29,6429135000","-50,5532231000","45,936"
59500,"-29,6433046000","-50,5501918000","45,936"
59501,"-29,6366553000","-50,5665217000","45,936"
59502,"-29,6599279000","-50,5913589000","45,936"
59503,"-29,6475093000","-50,5552765000","45,937"
59504,"-29,6429135000","-50,5510718000","45,937"
59505,"-29,6374376000","-50,5673040000","45,937"
59506,"-29,6358730000","-50,5693575000","45,937"
59507,"-29,6430113000","-50,5771802000","45,938"
59508,"-29,6594390000","-50,5918479000","45,938"
59509,"-29,6463359000","-50,5700420000","45,938"
59510,"-29,6445758000","-50,5605569000","45,938"
59511,"-29,6465315000","-50,5424668000","45,939"
59512,"-29,6443802000","-50,5478449000","45,939"
59513,"-29,6435002000","-50,5563522000","45,939"
59514,"-29,6435002000","-50,5562544000","45,939"
59515,"-29,6474116000","-50,5552765000","45,939"
59516,"-29,6485850000","-50,5668151000","45,940"
59517,"-29,6445758000","-50,5496051000","45,940"
59518,"-29,6441847000","-50,5578189000","45,940"
59519,"-29,6484872000","-50,5712154000","45,940"
59520,"-29,6439891000","-50,5575256000","45,941"
59521,"-29,6468248000","-50,5549832000","45,941"
59522,"-29,6435980000","-50,5460848000","45,941"
59523,"-29,6432068000","-50,5564500000","45,941"
59524,"-29,6500517000","-50,5480405000","45,941"
59525,"-29,6367531000","-50,5701398000","45,941"
59526,"-29,6435002000","-50,5772780000","45,941"
59527,"-29,6479983000","-50,5443247000","45,942"
59528,"-29,6483894000","-50,5703353000","45,942"
59529,"-29,6417401000","-50,5764957000","45,942"
59530,"-29,6393932000","-50,5692597000","45,942"
59531,"-29,6407622000","-50,5743445000","45,942"
59532,"-29,6407622000","-50,5742467000","45,942"
59533,"-29,6419356000","-50,5516585000","45,942"
59534,"-29,6431090000","-50,5493117000","45,942"
59535,"-29,6479983000","-50,5430535000","45,942"
59536,"-29,6476071000","-50,5553743000","45,942"
59537,"-29,6422290000","-50,5475516000","45,943"
59538,"-29,6455536000","-50,5495073000","45,943"
59539,"-29,6439891000","-50,5482361000","45,944"
59540,"-29,6457492000","-50,5475516000","45,944"
59541,"-29,6404689000","-50,5739533000","45,945"
59542,"-29,6358730000","-50,5687708000","45,945"
59543,"-29,6430113000","-50,5504851000","45,946"
59544,"-29,6435002000","-50,5535164000","45,946"
59545,"-29,6443802000","-50,5482361000","45,946"
59546,"-29,6464337000","-50,5700420000","45,946"
59547,"-29,6470204000","-50,5551788000","45,946"
59548,"-29,6488783000","-50,5501918000","45,946"
59549,"-29,6372420000","-50,5726821000","45,946"
59550,"-29,6602213000","-50,5935102000","45,946"
59551,"-29,6466293000","-50,5422712000","45,947"
59552,"-29,6360686000","-50,5703353000","45,947"
59553,"-29,6360686000","-50,5702375000","45,947"
59554,"-29,6432068000","-50,5773758000","45,948"
59555,"-29,6470204000","-50,5430535000","45,948"
59556,"-29,6441847000","-50,5772780000","45,948"
59557,"-29,6455536000","-50,5699442000","45,949"
59558,"-29,6499539000","-50,5811894000","45,949"
59559,"-29,6445758000","-50,5494095000","45,949"
59560,"-29,6473138000","-50,5552765000","45,950"
59561,"-29,6432068000","-50,5487250000","45,950"
59562,"-29,6604169000","-50,5918479000","45,950"
59563,"-29,6452603000","-50,5498006000","45,950"
59564,"-29,6437935000","-50,5490184000","45,951"
59565,"-29,6437935000","-50,5489206000","45,951"
59566,"-29,6436957000","-50,5482361000","45,951"
59567,"-29,6487805000","-50,5500940000","45,951"
59568,"-29,6451625000","-50,5468671000","45,953"
59569,"-29,6428157000","-50,5497028000","45,953"
59570,"-29,6438913000","-50,5481383000","45,953"
59571,"-29,6415445000","-50,5752245000","45,954"
59572,"-29,6441847000","-50,5579167000","45,954"
59573,"-29,6447714000","-50,5433469000","45,954"
59574,"-29,6454559000","-50,5506807000","45,954"
59575,"-29,6436957000","-50,5488228000","45,954"
59576,"-29,6424246000","-50,5519519000","45,955"
59577,"-29,6458470000","-50,5698464000","45,956"
59578,"-29,6375353000","-50,5695531000","45,956"
59579,"-29,6478027000","-50,5432491000","45,957"
59580,"-29,6434024000","-50,5451070000","45,957"
59581,"-29,6460426000","-50,5698464000","45,957"
59582,"-29,6435980000","-50,5772780000","45,957"
59583,"-29,6443802000","-50,5489206000","45,957"
59584,"-29,6443802000","-50,5688686000","45,958"
59585,"-29,6476071000","-50,5552765000","45,958"
59586,"-29,6462381000","-50,5424668000","45,958"
59587,"-29,6436957000","-50,5466715000","45,958"
59588,"-29,6358730000","-50,5685752000","45,959"
59589,"-29,6358730000","-50,5684774000","45,959"
59590,"-29,6424246000","-50,5476494000","45,960"
59591,"-29,6432068000","-50,5500940000","45,961"
59592,"-29,6435002000","-50,5456937000","45,961"
59593,"-29,6356774000","-50,5678907000","45,961"
59594,"-29,6439891000","-50,5687708000","45,961"
59595,"-29,6430113000","-50,5503873000","45,962"
59596,"-29,6424246000","-50,5531253000","45,962"
59597,"-29,6464337000","-50,5463782000","45,962"
59598,"-29,6367531000","-50,5666195000","45,963"
59599,"-29,6478027000","-50,5430535000","45,964"
59600,"-29,6439891000","-50,5481383000","45,964"
59601,"-29,6516163000","-50,5719977000","45,964"
59602,"-29,6424246000","-50,5518541000","45,964"
59603,"-29,6384154000","-50,5709220000","45,965"
59604,"-29,6375353000","-50,5690641000","45,965"
59605,"-29,6571900000","-50,5830473000","45,965"
59606,"-29,6503451000","-50,5679885000","45,965"
59607,"-29,6438913000","-50,5492139000","45,965"
59608,"-29,6352863000","-50,5675974000","45,965"
59609,"-29,6430113000","-50,5772780000","45,965"
59610,"-29,6376331000","-50,5696508000","45,966"
59611,"-29,6473138000","-50,5551788000","45,966"
59612,"-29,6440869000","-50,5482361000","45,966"
59613,"-29,6480960000","-50,5435424000","45,966"
59614,"-29,6431090000","-50,5773758000","45,967"
59615,"-29,6433046000","-50,5534186000","45,967"
59616,"-29,6460426000","-50,5426624000","45,967"
59617,"-29,6377309000","-50,5696508000","45,968"
59618,"-29,6471182000","-50,5551788000","45,969"
59619,"-29,6479005000","-50,5813849000","45,969"
59620,"-29,6439891000","-50,5467693000","45,969"
59621,"-29,6520074000","-50,5717043000","45,969"
59622,"-29,6358730000","-50,5688686000","45,969"
59623,"-29,6385132000","-50,5711176000","45,969"
59624,"-29,6435980000","-50,5479427000","45,970"
59625,"-29,6431090000","-50,5684774000","45,970"
59626,"-29,6423268000","-50,5527342000","45,971"
59627,"-29,6469226000","-50,5550810000","45,971"
59628,"-29,6437935000","-50,5481383000","45,971"
59629,"-29,6434024000","-50,5454003000","45,971"
