ID,Latitude,Longitude,Altitude
2224,"-29,6646216000","-50,5883276000","34,304"
2225,"-29,6633504000","-50,5849052000","34,307"
2226,"-29,6596346000","-50,5733666000","34,307"
2227,"-29,6684352000","-50,5890121000","34,307"
2228,"-29,6568966000","-50,5770824000","34,307"
2229,"-29,6561144000","-50,5756157000","34,307"
2230,"-29,6692174000","-50,5888166000","34,309"
2231,"-29,6672618000","-50,5891099000","34,309"
2232,"-29,6672618000","-50,5890121000","34,309"
2233,"-29,6679462000","-50,5916523000","34,310"
2234,"-29,6547454000","-50,5751268000","34,311"
2235,"-29,6658928000","-50,5895010000","34,311"
2236,"-29,6599279000","-50,5718021000","34,311"
2237,"-29,6676529000","-50,5893055000","34,312"
2238,"-29,6550387000","-50,5751268000","34,312"
2239,"-29,6643282000","-50,5803093000","34,312"
2240,"-29,6656972000","-50,5895010000","34,312"
2241,"-29,6637415000","-50,5895010000","34,312"
2242,"-29,6699019000","-50,5918479000","34,313"
2243,"-29,6638393000","-50,5853941000","34,314"
2244,"-29,6624703000","-50,5801138000","34,318"
2245,"-29,6653061000","-50,5894033000","34,320"
2246,"-29,6691197000","-50,5888166000","34,321"
2247,"-29,6632526000","-50,5848074000","34,322"
2248,"-29,6638393000","-50,5901855000","34,322"
2249,"-29,6601235000","-50,5736600000","34,325"
2250,"-29,6690219000","-50,5888166000","34,325"
2251,"-29,6653061000","-50,5905767000","34,326"
2252,"-29,6635460000","-50,5903811000","34,327"
2253,"-29,6628615000","-50,5803093000","34,327"
2254,"-29,6664795000","-50,5895010000","34,327"
2255,"-29,6657950000","-50,5895010000","34,330"
2256,"-29,6685330000","-50,5889143000","34,330"
2257,"-29,6686307000","-50,5888166000","34,331"
2258,"-29,6558210000","-50,5755179000","34,333"
2259,"-29,6558210000","-50,5754201000","34,333"
2260,"-29,6599279000","-50,5718999000","34,333"
2261,"-29,6621770000","-50,5802115000","34,334"
2262,"-29,6674573000","-50,5888166000","34,334"
2263,"-29,6614925000","-50,5798204000","34,334"
2264,"-29,6650127000","-50,5915545000","34,335"
2265,"-29,6592434000","-50,5775714000","34,335"
2266,"-29,6592434000","-50,5774736000","34,335"
2267,"-29,6605146000","-50,5796248000","34,336"
2268,"-29,6687285000","-50,5913589000","34,336"
2269,"-29,6636437000","-50,5888166000","34,336"
2270,"-29,6636437000","-50,5887188000","34,336"
2271,"-29,6574833000","-50,5776691000","34,337"
2272,"-29,6602213000","-50,5723888000","34,337"
2273,"-29,6634482000","-50,5888166000","34,338"
2274,"-29,6634482000","-50,5887188000","34,338"
2275,"-29,6683374000","-50,5890121000","34,338"
2276,"-29,6671640000","-50,5886210000","34,338"
2277,"-29,6554299000","-50,5751268000","34,339"
2278,"-29,6533764000","-50,5743445000","34,339"
2279,"-29,6676529000","-50,5889143000","34,340"
2280,"-29,6554299000","-50,5750290000","34,340"
2281,"-29,6634482000","-50,5849052000","34,342"
2282,"-29,6551365000","-50,5751268000","34,344"
2283,"-29,6665773000","-50,5888166000","34,344"
2284,"-29,6678485000","-50,5891099000","34,344"
2285,"-29,6678485000","-50,5890121000","34,344"
2286,"-29,6687285000","-50,5888166000","34,344"
2287,"-29,6649149000","-50,5802115000","34,345"
2288,"-29,6542564000","-50,5751268000","34,348"
2289,"-29,6557232000","-50,5751268000","34,348"
2290,"-29,6599279000","-50,5717043000","34,349"
2291,"-29,6606124000","-50,5773758000","34,349"
2292,"-29,6535720000","-50,5746378000","34,351"
2293,"-29,6637415000","-50,5888166000","34,352"
2294,"-29,6637415000","-50,5887188000","34,352"
2295,"-29,6602213000","-50,5713132000","34,353"
2296,"-29,6693152000","-50,5887188000","34,353"
2297,"-29,6559188000","-50,5766913000","34,355"
2298,"-29,6546476000","-50,5751268000","34,356"
2299,"-29,6654039000","-50,5921412000","34,357"
2300,"-29,6696086000","-50,5916523000","34,357"
2301,"-29,6652083000","-50,5904789000","34,358"
2302,"-29,6687285000","-50,5917501000","34,358"
2303,"-29,6682396000","-50,5891099000","34,359"
2304,"-29,6682396000","-50,5890121000","34,359"
2305,"-29,6633504000","-50,5886210000","34,359"
2306,"-29,6572878000","-50,5771802000","34,359"
2307,"-29,6685330000","-50,5888166000","34,363"
2308,"-29,6543542000","-50,5751268000","34,363"
2309,"-29,6684352000","-50,5889143000","34,364"
2310,"-29,6599279000","-50,5719977000","34,365"
2311,"-29,6655016000","-50,5911634000","34,365"
2312,"-29,6601235000","-50,5700420000","34,366"
2313,"-29,6544520000","-50,5751268000","34,366"
2314,"-29,6668706000","-50,5885232000","34,367"
2315,"-29,6649149000","-50,5884254000","34,368"
2316,"-29,6625681000","-50,5801138000","34,368"
2317,"-29,6657950000","-50,5919457000","34,368"
2318,"-29,6555276000","-50,5750290000","34,368"
2319,"-29,6646216000","-50,5808960000","34,368"
2320,"-29,6631548000","-50,5840251000","34,369"
2321,"-29,6655016000","-50,5914567000","34,369"
2322,"-29,6556254000","-50,5752245000","34,369"
2323,"-29,6636437000","-50,5890121000","34,369"
2324,"-29,6673595000","-50,5887188000","34,372"
2325,"-29,6635460000","-50,5856875000","34,374"
2326,"-29,6627637000","-50,5802115000","34,374"
2327,"-29,6601235000","-50,5699442000","34,374"
2328,"-29,6552343000","-50,5751268000","34,375"
2329,"-29,6602213000","-50,5714110000","34,376"
2330,"-29,6673595000","-50,5892077000","34,376"
2331,"-29,6681418000","-50,5891099000","34,376"
2332,"-29,6681418000","-50,5890121000","34,376"
2333,"-29,6602213000","-50,5721932000","34,377"
2334,"-29,6602213000","-50,5720954000","34,377"
2335,"-29,6652083000","-50,5889143000","34,378"
2336,"-29,6652083000","-50,5888166000","34,378"
2337,"-29,6602213000","-50,5724866000","34,378"
2338,"-29,6641327000","-50,5850030000","34,378"
2339,"-29,6629593000","-50,5804071000","34,379"
2340,"-29,6560166000","-50,5757135000","34,379"
2341,"-29,6628615000","-50,5861764000","34,379"
2342,"-29,6553321000","-50,5750290000","34,381"
2343,"-29,6630570000","-50,5852963000","34,381"
2344,"-29,6534742000","-50,5744423000","34,381"
2345,"-29,6635460000","-50,5831451000","34,381"
2346,"-29,6633504000","-50,5830473000","34,382"
2347,"-29,6692174000","-50,5887188000","34,383"
2348,"-29,6553321000","-50,5751268000","34,387"
2349,"-29,6584612000","-50,5767891000","34,387"
2350,"-29,6635460000","-50,5837318000","34,387"
2351,"-29,6669684000","-50,5885232000","34,387"
2352,"-29,6601235000","-50,5774736000","34,387"
2353,"-29,6589501000","-50,5766913000","34,388"
2354,"-29,6559188000","-50,5761046000","34,390"
2355,"-29,6680440000","-50,5891099000","34,391"
2356,"-29,6680440000","-50,5890121000","34,391"
2357,"-29,6580700000","-50,5767891000","34,391"
2358,"-29,6689241000","-50,5888166000","34,392"
2359,"-29,6662839000","-50,5893055000","34,392"
2360,"-29,6680440000","-50,5895010000","34,392"
2361,"-29,6633504000","-50,5804071000","34,393"
2362,"-29,6633504000","-50,5840251000","34,394"
2363,"-29,6591457000","-50,5768869000","34,394"
2364,"-29,6648172000","-50,5802115000","34,395"
2365,"-29,6690219000","-50,5887188000","34,395"
2366,"-29,6679462000","-50,5891099000","34,396"
2367,"-29,6679462000","-50,5890121000","34,396"
2368,"-29,6602213000","-50,5715087000","34,396"
2369,"-29,6682396000","-50,5923368000","34,397"
2370,"-29,6688263000","-50,5888166000","34,398"
2371,"-29,6683374000","-50,5889143000","34,399"
2372,"-29,6652083000","-50,5887188000","34,400"
2373,"-29,6652083000","-50,5893055000","34,402"
2374,"-29,6652083000","-50,5805049000","34,403"
2375,"-29,6650127000","-50,5800160000","34,404"
2376,"-29,6664795000","-50,5891099000","34,404"
2377,"-29,6677507000","-50,5889143000","34,404"
2378,"-29,6599279000","-50,5785492000","34,404"
2379,"-29,6634482000","-50,5830473000","34,404"
2380,"-29,6634482000","-50,5903811000","34,405"
2381,"-29,6691197000","-50,5887188000","34,406"
2382,"-29,6636437000","-50,5864697000","34,406"
2383,"-29,6636437000","-50,5855897000","34,407"
2384,"-29,6634482000","-50,5839273000","34,408"
2385,"-29,6601235000","-50,5730733000","34,408"
2386,"-29,6537675000","-50,5749312000","34,409"
2387,"-29,6642304000","-50,5803093000","34,409"
2388,"-29,6635460000","-50,5878387000","34,410"
2389,"-29,6660883000","-50,5894033000","34,410"
2390,"-29,6631548000","-50,5848074000","34,411"
2391,"-29,6636437000","-50,5848074000","34,412"
2392,"-29,6536697000","-50,5747356000","34,413"
2393,"-29,6653061000","-50,5806027000","34,413"
2394,"-29,6634482000","-50,5861764000","34,414"
2395,"-29,6619814000","-50,5802115000","34,414"
2396,"-29,6644260000","-50,5836340000","34,415"
2397,"-29,6684352000","-50,5895988000","34,415"
2398,"-29,6632526000","-50,5847096000","34,416"
2399,"-29,6675551000","-50,5888166000","34,417"
2400,"-29,6632526000","-50,5840251000","34,418"
2401,"-29,6602213000","-50,5711176000","34,419"
2402,"-29,6563099000","-50,5765935000","34,419"
2403,"-29,6532786000","-50,5740511000","34,420"
2404,"-29,6603191000","-50,5712154000","34,420"
2405,"-29,6610036000","-50,5795270000","34,421"
2406,"-29,6610036000","-50,5794293000","34,421"
2407,"-29,6649149000","-50,5920434000","34,421"
2408,"-29,6647194000","-50,5919457000","34,421"
2409,"-29,6675551000","-50,5893055000","34,421"
2410,"-29,6684352000","-50,5888166000","34,422"
2411,"-29,6559188000","-50,5752245000","34,423"
2412,"-29,6638393000","-50,5868609000","34,423"
2413,"-29,6603191000","-50,5713132000","34,423"
2414,"-29,6623725000","-50,5801138000","34,424"
2415,"-29,6682396000","-50,5889143000","34,426"
2416,"-29,6559188000","-50,5756157000","34,426"
2417,"-29,6642304000","-50,5839273000","34,426"
2418,"-29,6596346000","-50,5735622000","34,426"
2419,"-29,6615903000","-50,5805049000","34,428"
2420,"-29,6636437000","-50,5902833000","34,431"
2421,"-29,6693152000","-50,5886210000","34,431"
2422,"-29,6602213000","-50,5706287000","34,432"
2423,"-29,6581678000","-50,5772780000","34,432"
2424,"-29,6602213000","-50,5707265000","34,434"
2425,"-29,6646216000","-50,5918479000","34,435"
2426,"-29,6686307000","-50,5887188000","34,435"
2427,"-29,6647194000","-50,5802115000","34,437"
2428,"-29,6602213000","-50,5705309000","34,437"
2429,"-29,6596346000","-50,5776691000","34,438"
2430,"-29,6538653000","-50,5750290000","34,438"
2431,"-29,6567011000","-50,5769847000","34,438"
2432,"-29,6602213000","-50,5708242000","34,438"
2433,"-29,6654039000","-50,5894033000","34,439"
2434,"-29,6602213000","-50,5709220000","34,440"
2435,"-29,6602213000","-50,5704331000","34,440"
2436,"-29,6602213000","-50,5710198000","34,440"
2437,"-29,6602213000","-50,5703353000","34,440"
2438,"-29,6602213000","-50,5702375000","34,440"
2439,"-29,6603191000","-50,5711176000","34,440"
2440,"-29,6603191000","-50,5710198000","34,440"
2441,"-29,6603191000","-50,5709220000","34,440"
2442,"-29,6603191000","-50,5707265000","34,440"
2443,"-29,6603191000","-50,5706287000","34,440"
2444,"-29,6603191000","-50,5705309000","34,440"
2445,"-29,6604169000","-50,5707265000","34,440"
2446,"-29,6604169000","-50,5706287000","34,440"
2447,"-29,6604169000","-50,5708242000","34,441"
2448,"-29,6603191000","-50,5704331000","34,441"
2449,"-29,6638393000","-50,5886210000","34,441"
2450,"-29,6643282000","-50,5875454000","34,444"
2451,"-29,6701953000","-50,5920434000","34,446"
2452,"-29,6689241000","-50,5893055000","34,446"
2453,"-29,6633504000","-50,5903811000","34,446"
2454,"-29,6604169000","-50,5705309000","34,447"
2455,"-29,6687285000","-50,5887188000","34,447"
2456,"-29,6602213000","-50,5701398000","34,448"
2457,"-29,6649149000","-50,5801138000","34,448"
2458,"-29,6635460000","-50,5889143000","34,448"
2459,"-29,6560166000","-50,5758112000","34,449"
2460,"-29,6595368000","-50,5678907000","34,449"
2461,"-29,6678485000","-50,5894033000","34,449"
2462,"-29,6604169000","-50,5704331000","34,450"
2463,"-29,6605146000","-50,5705309000","34,450"
2464,"-29,6605146000","-50,5704331000","34,450"
2465,"-29,6605146000","-50,5703353000","34,450"
2466,"-29,6531808000","-50,5739533000","34,451"
2467,"-29,6683374000","-50,5895988000","34,451"
2468,"-29,6685330000","-50,5887188000","34,452"
2469,"-29,6637415000","-50,5866653000","34,452"
2470,"-29,6605146000","-50,5702375000","34,452"
2471,"-29,6604169000","-50,5709220000","34,453"
2472,"-29,6637415000","-50,5854919000","34,454"
2473,"-29,6651105000","-50,5885232000","34,455"
2474,"-29,6654039000","-50,5915545000","34,455"
2475,"-29,6597324000","-50,5736600000","34,455"
2476,"-29,6655016000","-50,5913589000","34,455"
2477,"-29,6552343000","-50,5750290000","34,456"
2478,"-29,6681418000","-50,5889143000","34,459"
2479,"-29,6678485000","-50,5889143000","34,460"
2480,"-29,6694130000","-50,5885232000","34,461"
2481,"-29,6594390000","-50,5775714000","34,461"
2482,"-29,6594390000","-50,5774736000","34,461"
2483,"-29,6658928000","-50,5918479000","34,462"
2484,"-29,6655016000","-50,5912612000","34,463"
2485,"-29,6690219000","-50,5886210000","34,463"
2486,"-29,6562121000","-50,5763980000","34,464"
2487,"-29,6634482000","-50,5858830000","34,464"
2488,"-29,6576789000","-50,5775714000","34,465"
2489,"-29,6689241000","-50,5887188000","34,465"
2490,"-29,6667728000","-50,5885232000","34,465"
2491,"-29,6557232000","-50,5755179000","34,466"
2492,"-29,6557232000","-50,5754201000","34,466"
2493,"-29,6681418000","-50,5922390000","34,467"
2494,"-29,6632526000","-50,5885232000","34,467"
2495,"-29,6683374000","-50,5888166000","34,469"
2496,"-29,6598302000","-50,5780603000","34,469"
2497,"-29,6632526000","-50,5846118000","34,470"
2498,"-29,6601235000","-50,5701398000","34,470"
2499,"-29,6672618000","-50,5886210000","34,471"
2500,"-29,6676529000","-50,5888166000","34,471"
2501,"-29,6651105000","-50,5921412000","34,472"
2502,"-29,6655016000","-50,5894033000","34,472"
2503,"-29,6598302000","-50,5727799000","34,473"
2504,"-29,6667728000","-50,5887188000","34,473"
2505,"-29,6601235000","-50,5711176000","34,474"
2506,"-29,6692174000","-50,5886210000","34,474"
2507,"-29,6597324000","-50,5731711000","34,474"
2508,"-29,6604169000","-50,5744423000","34,475"
2509,"-29,6562121000","-50,5761046000","34,477"
2510,"-29,6652083000","-50,5890121000","34,478"
2511,"-29,6654039000","-50,5908700000","34,478"
2512,"-29,6617858000","-50,5801138000","34,479"
2513,"-29,6605146000","-50,5706287000","34,481"
2514,"-29,6668706000","-50,5887188000","34,481"
2515,"-29,6665773000","-50,5894033000","34,482"
2516,"-29,6632526000","-50,5804071000","34,483"
2517,"-29,6562121000","-50,5760068000","34,484"
2518,"-29,6602213000","-50,5725844000","34,486"
2519,"-29,6688263000","-50,5887188000","34,486"
2520,"-29,6563099000","-50,5770824000","34,488"
2521,"-29,6680440000","-50,5889143000","34,489"
2522,"-29,6649149000","-50,5800160000","34,490"
2523,"-29,6641327000","-50,5803093000","34,491"
2524,"-29,6602213000","-50,5700420000","34,491"
2525,"-29,6684352000","-50,5887188000","34,492"
2526,"-29,6620792000","-50,5802115000","34,492"
2527,"-29,6600257000","-50,5790381000","34,497"
2528,"-29,6630570000","-50,5865675000","34,497"
2529,"-29,6650127000","-50,5799182000","34,499"
2530,"-29,6682396000","-50,5888166000","34,501"
2531,"-29,6603191000","-50,5703353000","34,501"
2532,"-29,6603191000","-50,5702375000","34,501"
2533,"-29,6674573000","-50,5887188000","34,503"
2534,"-29,6535720000","-50,5745400000","34,506"
2535,"-29,6691197000","-50,5886210000","34,506"
2536,"-29,6528875000","-50,5737578000","34,509"
2537,"-29,6663817000","-50,5895988000","34,511"
2538,"-29,6679462000","-50,5889143000","34,512"
2539,"-29,6522030000","-50,5736600000","34,512"
2540,"-29,6576789000","-50,5774736000","34,512"
2541,"-29,6576789000","-50,5773758000","34,512"
2542,"-29,6655016000","-50,5921412000","34,513"
2543,"-29,6626659000","-50,5801138000","34,513"
2544,"-29,6562121000","-50,5762024000","34,516"
2545,"-29,6670662000","-50,5885232000","34,516"
2546,"-29,6693152000","-50,5885232000","34,516"
2547,"-29,6652083000","-50,5886210000","34,516"
2548,"-29,6572878000","-50,5776691000","34,516"
2549,"-29,6575811000","-50,5775714000","34,517"
2550,"-29,6531808000","-50,5740511000","34,517"
2551,"-29,6535720000","-50,5747356000","34,518"
2552,"-29,6636437000","-50,5891099000","34,518"
2553,"-29,6599279000","-50,5716065000","34,518"
2554,"-29,6600257000","-50,5713132000","34,520"
2555,"-29,6607102000","-50,5748334000","34,520"
2556,"-29,6640349000","-50,5871542000","34,522"
2557,"-29,6601235000","-50,5698464000","34,522"
2558,"-29,6666751000","-50,5886210000","34,522"
2559,"-29,6669684000","-50,5888166000","34,523"
2560,"-29,6534742000","-50,5745400000","34,524"
2561,"-29,6630570000","-50,5804071000","34,524"
2562,"-29,6529853000","-50,5738556000","34,525"
2563,"-29,6689241000","-50,5886210000","34,526"
2564,"-29,6551365000","-50,5750290000","34,527"
2565,"-29,6555276000","-50,5752245000","34,528"
2566,"-29,6660883000","-50,5896966000","34,528"
2567,"-29,6677507000","-50,5888166000","34,528"
2568,"-29,6648172000","-50,5801138000","34,528"
2569,"-29,6653061000","-50,5915545000","34,529"
2570,"-29,6556254000","-50,5750290000","34,530"
2571,"-29,6603191000","-50,5788426000","34,530"
2572,"-29,6649149000","-50,5915545000","34,532"
2573,"-29,6683374000","-50,5887188000","34,532"
2574,"-29,6586567000","-50,5765935000","34,533"
2575,"-29,6631548000","-50,5804071000","34,533"
2576,"-29,6646216000","-50,5802115000","34,533"
2577,"-29,6637415000","-50,5809938000","34,535"
2578,"-29,6600257000","-50,5695531000","34,536"
2579,"-29,6526919000","-50,5736600000","34,536"
2580,"-29,6634482000","-50,5886210000","34,536"
2581,"-29,6670662000","-50,5889143000","34,538"
2582,"-29,6690219000","-50,5885232000","34,538"
2583,"-29,6559188000","-50,5760068000","34,538"
2584,"-29,6649149000","-50,5901855000","34,538"
2585,"-29,6674573000","-50,5893055000","34,539"
2586,"-29,6593412000","-50,5773758000","34,539"
2587,"-29,6663817000","-50,5909678000","34,540"
2588,"-29,6539631000","-50,5750290000","34,540"
2589,"-29,6694130000","-50,5886210000","34,540"
2590,"-29,6604169000","-50,5703353000","34,541"
2591,"-29,6604169000","-50,5702375000","34,541"
2592,"-29,6592434000","-50,5770824000","34,542"
2593,"-29,6635460000","-50,5830473000","34,543"
2594,"-29,6530830000","-50,5739533000","34,543"
2595,"-29,6635460000","-50,5838296000","34,545"
2596,"-29,6681418000","-50,5888166000","34,545"
2597,"-29,6533764000","-50,5742467000","34,545"
2598,"-29,6632526000","-50,5830473000","34,546"
2599,"-29,6671640000","-50,5891099000","34,547"
2600,"-29,6671640000","-50,5890121000","34,547"
2601,"-29,6648172000","-50,5916523000","34,548"
2602,"-29,6601235000","-50,5697486000","34,549"
2603,"-29,6650127000","-50,5884254000","34,549"
2604,"-29,6642304000","-50,5808960000","34,550"
2605,"-29,6616881000","-50,5799182000","34,550"
2606,"-29,6600257000","-50,5694553000","34,551"
2607,"-29,6687285000","-50,5911634000","34,552"
2608,"-29,6602213000","-50,5738556000","34,552"
2609,"-29,6599279000","-50,5786470000","34,553"
2610,"-29,6634482000","-50,5859808000","34,554"
2611,"-29,6645238000","-50,5834384000","34,554"
2612,"-29,6645238000","-50,5833406000","34,554"
2613,"-29,6562121000","-50,5763002000","34,554"
2614,"-29,6647194000","-50,5883276000","34,555"
2615,"-29,6603191000","-50,5714110000","34,555"
2616,"-29,6682396000","-50,5895988000","34,556"
2617,"-29,6649149000","-50,5799182000","34,558"
2618,"-29,6604169000","-50,5710198000","34,560"
2619,"-29,6605146000","-50,5745400000","34,561"
2620,"-29,6630570000","-50,5833406000","34,561"
2621,"-29,6630570000","-50,5832429000","34,561"
2622,"-29,6634482000","-50,5860786000","34,562"
2623,"-29,6556254000","-50,5753223000","34,563"
2624,"-29,6530830000","-50,5738556000","34,563"
2625,"-29,6635460000","-50,5862742000","34,563"
2626,"-29,6632526000","-50,5845140000","34,563"
2627,"-29,6659906000","-50,5917501000","34,564"
2628,"-29,6636437000","-50,5834384000","34,565"
2629,"-29,6648172000","-50,5800160000","34,567"
2630,"-29,6648172000","-50,5920434000","34,569"
2631,"-29,6566033000","-50,5768869000","34,571"
2632,"-29,6647194000","-50,5840251000","34,571"
2633,"-29,6688263000","-50,5886210000","34,572"
2634,"-29,6682396000","-50,5887188000","34,572"
2635,"-29,6632526000","-50,5886210000","34,573"
2636,"-29,6601235000","-50,5696508000","34,573"
2637,"-29,6672618000","-50,5892077000","34,575"
2638,"-29,6540609000","-50,5750290000","34,575"
2639,"-29,6631548000","-50,5831451000","34,576"
2640,"-29,6527897000","-50,5737578000","34,576"
2641,"-29,6628615000","-50,5853941000","34,577"
2642,"-29,6646216000","-50,5919457000","34,577"
2643,"-29,6689241000","-50,5885232000","34,578"
2644,"-29,6692174000","-50,5885232000","34,578"
2645,"-29,6521052000","-50,5736600000","34,579"
2646,"-29,6649149000","-50,5809938000","34,580"
2647,"-29,6550387000","-50,5750290000","34,580"
2648,"-29,6541587000","-50,5750290000","34,582"
2649,"-29,6605146000","-50,5777669000","34,583"
2650,"-29,6636437000","-50,5898922000","34,583"
2651,"-29,6673595000","-50,5886210000","34,583"
2652,"-29,6687285000","-50,5886210000","34,584"
2653,"-29,6602213000","-50,5719977000","34,587"
2654,"-29,6537675000","-50,5748334000","34,587"
2655,"-29,6678485000","-50,5888166000","34,588"
2656,"-29,6543542000","-50,5750290000","34,588"
2657,"-29,6532786000","-50,5741489000","34,589"
2658,"-29,6636437000","-50,5835362000","34,590"
2659,"-29,6598302000","-50,5681841000","34,590"
2660,"-29,6542564000","-50,5750290000","34,591"
2661,"-29,6525941000","-50,5736600000","34,591"
2662,"-29,6602213000","-50,5726821000","34,591"
2663,"-29,6680440000","-50,5888166000","34,591"
2664,"-29,6633504000","-50,5848074000","34,591"
2665,"-29,6560166000","-50,5768869000","34,592"
2666,"-29,6564077000","-50,5766913000","34,592"
2667,"-29,6652083000","-50,5891099000","34,593"
2668,"-29,6691197000","-50,5885232000","34,595"
2669,"-29,6601235000","-50,5695531000","34,596"
2670,"-29,6675551000","-50,5887188000","34,596"
2671,"-29,6544520000","-50,5750290000","34,596"
2672,"-29,6646216000","-50,5917501000","34,596"
2673,"-29,6661861000","-50,5893055000","34,597"
2674,"-29,6638393000","-50,5902833000","34,598"
2675,"-29,6636437000","-50,5879365000","34,598"
2676,"-29,6646216000","-50,5898922000","34,599"
2677,"-29,6600257000","-50,5696508000","34,599"
2678,"-29,6655994000","-50,5921412000","34,601"
2679,"-29,6657950000","-50,5920434000","34,601"
2680,"-29,6633504000","-50,5888166000","34,602"
2681,"-29,6633504000","-50,5887188000","34,602"
2682,"-29,6577767000","-50,5772780000","34,603"
2683,"-29,6634482000","-50,5840251000","34,603"
2684,"-29,6558210000","-50,5756157000","34,604"
2685,"-29,6652083000","-50,5892077000","34,604"
2686,"-29,6677507000","-50,5894033000","34,604"
2687,"-29,6590479000","-50,5772780000","34,605"
2688,"-29,6650127000","-50,5798204000","34,605"
2689,"-29,6650127000","-50,5797226000","34,605"
2690,"-29,6636437000","-50,5833406000","34,606"
2691,"-29,6636437000","-50,5832429000","34,606"
2692,"-29,6686307000","-50,5886210000","34,606"
2693,"-29,6602213000","-50,5748334000","34,606"
2694,"-29,6659906000","-50,5894033000","34,608"
2695,"-29,6582656000","-50,5772780000","34,609"
2696,"-29,6562121000","-50,5759090000","34,610"
2697,"-29,6600257000","-50,5693575000","34,610"
2698,"-29,6633504000","-50,5841229000","34,611"
2699,"-29,6591457000","-50,5767891000","34,612"
2700,"-29,6608080000","-50,5750290000","34,613"
2701,"-29,6687285000","-50,5915545000","34,613"
2702,"-29,6663817000","-50,5892077000","34,613"
2703,"-29,6636437000","-50,5899900000","34,614"
2704,"-29,6608080000","-50,5756157000","34,615"
2705,"-29,6655994000","-50,5894033000","34,615"
2706,"-29,6687285000","-50,5916523000","34,616"
2707,"-29,6640349000","-50,5803093000","34,616"
2708,"-29,6645238000","-50,5882298000","34,617"
2709,"-29,6690219000","-50,5884254000","34,618"
2710,"-29,6694130000","-50,5884254000","34,618"
2711,"-29,6652083000","-50,5915545000","34,619"
2712,"-29,6603191000","-50,5742467000","34,620"
2713,"-29,6600257000","-50,5776691000","34,621"
2714,"-29,6600257000","-50,5775714000","34,621"
2715,"-29,6688263000","-50,5885232000","34,622"
2716,"-29,6637415000","-50,5880343000","34,622"
2717,"-29,6639371000","-50,5870564000","34,623"
2718,"-29,6639371000","-50,5869587000","34,623"
2719,"-29,6597324000","-50,5776691000","34,624"
2720,"-29,6666751000","-50,5891099000","34,625"
2721,"-29,6681418000","-50,5887188000","34,626"
2722,"-29,6655994000","-50,5812872000","34,628"
2723,"-29,6685330000","-50,5886210000","34,628"
2724,"-29,6601235000","-50,5694553000","34,629"
2725,"-29,6609058000","-50,5793315000","34,629"
2726,"-29,6679462000","-50,5888166000","34,629"
2727,"-29,6549409000","-50,5750290000","34,632"
2728,"-29,6648172000","-50,5799182000","34,633"
2729,"-29,6611991000","-50,5796248000","34,635"
2730,"-29,6644260000","-50,5881321000","34,635"
2731,"-29,6561144000","-50,5769847000","34,637"
2732,"-29,6676529000","-50,5887188000","34,637"
2733,"-29,6598302000","-50,5726821000","34,638"
2734,"-29,6640349000","-50,5899900000","34,638"
2735,"-29,6689241000","-50,5884254000","34,638"
2736,"-29,6636437000","-50,5892077000","34,639"
2737,"-29,6680440000","-50,5921412000","34,639"
2738,"-29,6651105000","-50,5915545000","34,639"
2739,"-29,6636437000","-50,5897944000","34,641"
2740,"-29,6628615000","-50,5802115000","34,641"
2741,"-29,6574833000","-50,5775714000","34,644"
2742,"-29,6645238000","-50,5802115000","34,644"
2743,"-29,6622748000","-50,5801138000","34,644"
2744,"-29,6563099000","-50,5764957000","34,645"
2745,"-29,6606124000","-50,5746378000","34,645"
2746,"-29,6569944000","-50,5770824000","34,645"
2747,"-29,6600257000","-50,5691619000","34,647"
2748,"-29,6647194000","-50,5801138000","34,648"
2749,"-29,6613947000","-50,5797226000","34,648"
2750,"-29,6636437000","-50,5901855000","34,649"
2751,"-29,6538653000","-50,5749312000","34,650"
2752,"-29,6693152000","-50,5884254000","34,652"
2753,"-29,6590479000","-50,5766913000","34,652"
2754,"-29,6687285000","-50,5885232000","34,652"
2755,"-29,6658928000","-50,5919457000","34,653"
2756,"-29,6600257000","-50,5690641000","34,654"
2757,"-29,6664795000","-50,5890121000","34,655"
2758,"-29,6664795000","-50,5889143000","34,655"
2759,"-29,6684352000","-50,5886210000","34,655"
2760,"-29,6636437000","-50,5896966000","34,655"
2761,"-29,6634482000","-50,5848074000","34,656"
2762,"-29,6632526000","-50,5810916000","34,659"
2763,"-29,6649149000","-50,5826561000","34,659"
2764,"-29,6649149000","-50,5798204000","34,659"
2765,"-29,6649149000","-50,5797226000","34,659"
2766,"-29,6566033000","-50,5773758000","34,660"
2767,"-29,6566033000","-50,5772780000","34,660"
2768,"-29,6656972000","-50,5921412000","34,660"
2769,"-29,6631548000","-50,5810916000","34,660"
2770,"-29,6665773000","-50,5887188000","34,661"
2771,"-29,6587545000","-50,5765935000","34,661"
2772,"-29,6585590000","-50,5765935000","34,661"
2773,"-29,6685330000","-50,5895988000","34,661"
2774,"-29,6600257000","-50,5687708000","34,661"
2775,"-29,6645238000","-50,5920434000","34,661"
2776,"-29,6600257000","-50,5688686000","34,662"
2777,"-29,6652083000","-50,5885232000","34,663"
2778,"-29,6524963000","-50,5736600000","34,663"
2779,"-29,6671640000","-50,5885232000","34,666"
2780,"-29,6642304000","-50,5898922000","34,668"
2781,"-29,6639371000","-50,5803093000","34,669"
2782,"-29,6554299000","-50,5752245000","34,669"
